time, alt, vknot, gvw, DYNANG, Nmr, Ntr, Nt, N1, N2, N3, Qmr, Qtr, Q1, Q2, Q3, qgas1, qgas2, qgas3, qtotload, qmrload, qtrload
12.336, 3000, 0.01, 46000, 70, 18491.1, 18491.6, 18487.9, 18487.8, 18487.8, 18487.8, 3287.55, 406.1, 1242.3, 1242.31, 1242.3, 1330.27, 1330.27, 1330.27, 2894.17, 2651.2, 242.973,
12.342, 3000, 0.01, 46000, 70, 18495.3, 18496.7, 18492.5, 18492.4, 18492.4, 18492.4, 3287.06, 404.868, 1241.86, 1241.84, 1241.86, 1330.27, 1330.27, 1330.27, 2893.5, 2650.6, 242.903,
12.348, 3000, 0.01, 46000, 70, 18499.5, 18501.7, 18497, 18496.9, 18496.9, 18496.9, 3286.62, 403.488, 1241.4, 1241.36, 1241.4, 1330.27, 1330.27, 1330.27, 2892.83, 2650, 242.836,
12.354, 3000, 0.01, 46000, 70, 18503.7, 18506.6, 18501.6, 18501.6, 18501.6, 18501.6, 3286.26, 402.01, 1240.94, 1240.89, 1240.94, 1330.27, 1330.27, 1330.27, 2892.17, 2649.4, 242.771,
12.36, 3000, 0.01, 46000, 70, 18507.9, 18511.3, 18506.3, 18506.2, 18506.2, 18506.2, 3285.96, 400.486, 1240.5, 1240.44, 1240.5, 1330.27, 1330.27, 1330.27, 2891.5, 2648.79, 242.707,
12.366, 3000, 0.01, 46000, 70, 18512.1, 18515.8, 18510.9, 18510.8, 18510.8, 18510.8, 3285.72, 398.97, 1240.09, 1240.05, 1240.09, 1330.27, 1330.27, 1330.27, 2890.84, 2648.19, 242.646,
12.372, 3000, 0.01, 46000, 70, 18516.3, 18520.2, 18515.6, 18515.5, 18515.5, 18515.5, 3285.57, 397.513, 1239.72, 1239.7, 1239.72, 1330.27, 1330.27, 1330.27, 2890.17, 2647.59, 242.586,
12.378, 3000, 0.01, 46000, 70, 18520.6, 18524.5, 18520.3, 18520.2, 18520.2, 18520.2, 3285.48, 396.163, 1239.41, 1239.43, 1239.41, 1330.27, 1330.27, 1330.27, 2889.51, 2646.99, 242.529,
12.384, 3000, 0.01, 46000, 70, 18524.8, 18528.6, 18525, 18524.9, 18524.9, 18524.9, 3285.47, 394.963, 1239.19, 1239.22, 1239.19, 1330.27, 1330.27, 1330.27, 2888.85, 2646.38, 242.473,
12.39, 3000, 0.01, 46000, 70, 18529, 18532.6, 18529.6, 18529.6, 18529.6, 18529.6, 3285.53, 393.951, 1239.04, 1239.1, 1239.04, 1330.27, 1330.27, 1330.27, 2888.2, 2645.78, 242.419,
12.396, 3000, 0.01, 46000, 70, 18533.3, 18536.6, 18534.4, 18534.4, 18534.3, 18534.4, 3285.67, 393.155, 1239, 1239.05, 1239, 1330.27, 1330.27, 1330.27, 2887.54, 2645.17, 242.366,
12.402, 3000, 0.01, 46000, 70, 18537.5, 18540.5, 18539.1, 18539.1, 18539.1, 18539.1, 3285.88, 392.597, 1239.05, 1239.09, 1239.05, 1330.27, 1330.27, 1330.27, 2886.88, 2644.57, 242.314,
12.408, 3000, 0.01, 46000, 70, 18541.8, 18544.3, 18543.7, 18543.8, 18543.8, 18543.8, 3286.17, 392.29, 1239.19, 1239.21, 1239.19, 1330.27, 1330.27, 1330.27, 2886.22, 2643.96, 242.263,
12.414, 3000, 0.01, 46000, 70, 18546.1, 18548.2, 18548.4, 18548.5, 18548.5, 18548.5, 3286.52, 392.236, 1239.43, 1239.43, 1239.43, 1330.27, 1330.27, 1330.27, 2885.57, 2643.35, 242.213,
12.42, 3000, 0.01, 46000, 70, 18550.3, 18552.1, 18553.1, 18553.2, 18553.2, 18553.2, 3286.94, 392.43, 1239.76, 1239.73, 1239.76, 1330.27, 1330.27, 1330.27, 2884.91, 2642.75, 242.162,
12.426, 3000, 0.01, 46000, 70, 18554.6, 18556, 18557.8, 18557.9, 18557.9, 18557.9, 3287.42, 392.858, 1240.16, 1240.11, 1240.16, 1330.27, 1330.27, 1330.27, 2884.25, 2642.14, 242.112,
12.432, 3000, 0.01, 46000, 70, 18558.9, 18560, 18562.4, 18562.5, 18562.5, 18562.5, 3287.97, 393.497, 1240.63, 1240.57, 1240.63, 1330.27, 1330.27, 1330.27, 2883.59, 2641.53, 242.061,
12.438, 3000, 0.01, 46000, 70, 18563.2, 18564.1, 18567, 18567.1, 18567.1, 18567.1, 3288.56, 394.318, 1241.15, 1241.1, 1241.15, 1330.27, 1330.27, 1330.27, 2882.92, 2640.91, 242.008,
12.444, 3000, 0.01, 46000, 70, 18567.5, 18568.2, 18571.6, 18571.7, 18571.7, 18571.7, 3289.2, 395.286, 1241.71, 1241.68, 1241.71, 1330.27, 1330.27, 1330.27, 2882.26, 2640.3, 241.955,
12.45, 3000, 0.01, 46000, 70, 18571.9, 18572.5, 18576.2, 18576.3, 18576.3, 18576.3, 3289.89, 396.361, 1242.29, 1242.29, 1242.29, 1330.27, 1330.27, 1330.27, 2881.59, 2639.69, 241.901,
12.456, 3000, 0.01, 46000, 70, 18576.2, 18576.9, 18580.7, 18580.8, 18580.8, 18580.8, 3290.6, 397.501, 1242.89, 1242.92, 1242.89, 1330.27, 1330.27, 1330.27, 2880.92, 2639.07, 241.845,
12.462, 3000, 0.01, 46000, 70, 18580.5, 18581.4, 18585.2, 18585.3, 18585.3, 18585.3, 3291.35, 398.662, 1243.49, 1243.54, 1243.49, 1330.27, 1330.27, 1330.27, 2880.25, 2638.46, 241.788,
12.468, 3000, 0.01, 46000, 70, 18584.9, 18586.1, 18589.7, 18589.8, 18589.8, 18589.8, 3292.13, 399.8, 1244.07, 1244.13, 1244.07, 1330.27, 1330.27, 1330.27, 2879.57, 2637.84, 241.729,
12.474, 3000, 0.01, 46000, 70, 18589.2, 18590.8, 18594.1, 18594.2, 18594.2, 18594.2, 3292.91, 400.872, 1244.63, 1244.68, 1244.63, 1330.27, 1330.27, 1330.27, 2878.89, 2637.22, 241.669,
12.48, 3000, 0.01, 46000, 70, 18593.6, 18595.6, 18598.6, 18598.7, 18598.7, 18598.7, 3293.71, 401.84, 1245.16, 1245.18, 1245.16, 1330.27, 1330.27, 1330.27, 2878.21, 2636.6, 241.608,
12.486, 3000, 0.01, 46000, 70, 18598, 18600.5, 18603, 18603, 18603, 18603, 3294.52, 402.668, 1245.63, 1245.63, 1245.63, 1330.27, 1330.27, 1330.27, 2877.53, 2635.98, 241.545,
12.492, 3000, 0.01, 46000, 70, 18602.4, 18605.5, 18607.3, 18607.4, 18607.4, 18607.4, 3295.33, 403.326, 1246.04, 1246.01, 1246.04, 1330.27, 1330.27, 1330.27, 2876.84, 2635.36, 241.481,
12.498, 3000, 0.01, 46000, 70, 18606.8, 18610.5, 18611.7, 18611.8, 18611.8, 18611.8, 3296.13, 403.793, 1246.38, 1246.33, 1246.38, 1330.27, 1330.27, 1330.27, 2876.16, 2634.74, 241.417,
12.504, 3000, 0.01, 46000, 70, 18611.2, 18615.6, 18616.1, 18616.1, 18616.1, 18616.1, 3296.92, 404.052, 1246.64, 1246.58, 1246.64, 1330.27, 1330.27, 1330.27, 2875.47, 2634.12, 241.352,
12.51, 3000, 0.01, 46000, 70, 18615.6, 18620.6, 18620.4, 18620.4, 18620.4, 18620.4, 3297.7, 404.095, 1246.82, 1246.77, 1246.82, 1330.27, 1330.27, 1330.27, 2874.78, 2633.49, 241.286,
12.516, 3000, 0.01, 46000, 70, 18620.1, 18625.6, 18624.7, 18624.7, 18624.7, 18624.7, 3298.47, 403.922, 1246.93, 1246.9, 1246.93, 1330.27, 1330.27, 1330.27, 2874.09, 2632.87, 241.221,
12.522, 3000, 0.01, 46000, 70, 18624.5, 18630.6, 18629, 18629, 18629, 18629, 3299.22, 403.538, 1246.96, 1246.96, 1246.96, 1330.27, 1330.27, 1330.27, 2873.4, 2632.24, 241.156,
12.528, 3000, 0.01, 46000, 70, 18628.9, 18635.5, 18633.4, 18633.3, 18633.4, 18633.3, 3299.95, 402.959, 1246.93, 1246.96, 1246.93, 1330.27, 1330.27, 1330.27, 2872.71, 2631.61, 241.091,
12.534, 3000, 0.01, 46000, 70, 18633.4, 18640.4, 18637.7, 18637.7, 18637.7, 18637.7, 3300.65, 402.206, 1246.85, 1246.9, 1246.85, 1330.27, 1330.27, 1330.27, 2872.01, 2630.99, 241.027,
12.54, 3000, 0.01, 46000, 70, 18637.9, 18645.2, 18642, 18642, 18642, 18642, 3301.34, 401.304, 1246.73, 1246.78, 1246.73, 1330.27, 1330.27, 1330.27, 2871.32, 2630.36, 240.965,
12.546, 3000, 0.01, 46000, 70, 18642.3, 18649.8, 18646.3, 18646.3, 18646.3, 18646.3, 3302, 400.284, 1246.57, 1246.62, 1246.57, 1330.27, 1330.27, 1330.27, 2870.63, 2629.73, 240.903,
12.552, 3000, 0.01, 46000, 70, 18646.8, 18654.4, 18650.7, 18650.6, 18650.6, 18650.6, 3302.64, 399.182, 1246.39, 1246.42, 1246.39, 1330.27, 1330.27, 1330.27, 2869.94, 2629.1, 240.843,
12.558, 3000, 0.01, 46000, 70, 18651.3, 18658.8, 18655, 18655, 18655, 18655, 3303.26, 398.035, 1246.2, 1246.21, 1246.2, 1330.27, 1330.27, 1330.27, 2869.25, 2628.47, 240.784,
12.564, 3000, 0.01, 46000, 70, 18655.8, 18663.1, 18659.4, 18659.3, 18659.3, 18659.3, 3303.86, 396.88, 1246.01, 1245.99, 1246.01, 1330.27, 1330.27, 1330.27, 2868.56, 2627.83, 240.727,
12.57, 3000, 0.01, 46000, 70, 18660.3, 18667.3, 18663.7, 18663.7, 18663.7, 18663.7, 3304.43, 395.756, 1245.83, 1245.78, 1245.83, 1330.27, 1330.27, 1330.27, 2867.87, 2627.2, 240.671,
12.576, 3000, 0.01, 46000, 70, 18664.8, 18671.4, 18668.1, 18668.1, 18668.1, 18668.1, 3304.98, 394.697, 1245.66, 1245.6, 1245.66, 1330.27, 1330.27, 1330.27, 2867.18, 2626.57, 240.617,
12.582, 3000, 0.01, 46000, 70, 18669.3, 18675.4, 18672.5, 18672.4, 18672.5, 18672.4, 3305.51, 393.739, 1245.51, 1245.46, 1245.51, 1330.27, 1330.27, 1330.27, 2866.5, 2625.93, 240.564,
12.588, 3000, 0.01, 46000, 70, 18673.8, 18679.3, 18676.9, 18676.8, 18676.8, 18676.8, 3306.01, 392.909, 1245.39, 1245.36, 1245.39, 1330.27, 1330.27, 1330.27, 2865.81, 2625.3, 240.513,
12.594, 3000, 0.01, 46000, 70, 18678.4, 18683.2, 18681.2, 18681.2, 18681.2, 18681.2, 3306.49, 392.232, 1245.32, 1245.31, 1245.32, 1330.27, 1330.27, 1330.27, 2865.12, 2624.66, 240.462,
12.6, 3000, 0.01, 46000, 70, 18682.9, 18687, 18685.6, 18685.6, 18685.6, 18685.6, 3306.95, 391.728, 1245.29, 1245.31, 1245.29, 1330.27, 1330.27, 1330.27, 2864.44, 2624.03, 240.413,
12.606, 3000, 0.01, 46000, 70, 18687.4, 18690.7, 18690, 18690, 18690, 18690, 3307.38, 391.408, 1245.3, 1245.35, 1245.3, 1330.27, 1330.27, 1330.27, 2863.75, 2623.39, 240.364,
12.612, 3000, 0.01, 46000, 70, 18692, 18694.5, 18694.4, 18694.4, 18694.4, 18694.4, 3307.79, 391.28, 1245.37, 1245.43, 1245.37, 1330.27, 1330.27, 1330.27, 2863.07, 2622.75, 240.316,
12.618, 3000, 0.01, 46000, 70, 18696.5, 18698.3, 18698.8, 18698.8, 18698.8, 18698.8, 3308.17, 391.343, 1245.49, 1245.55, 1245.49, 1330.27, 1330.27, 1330.27, 2862.38, 2622.11, 240.267,
12.624, 3000, 0.01, 46000, 70, 18701.1, 18702, 18703.1, 18703.2, 18703.2, 18703.2, 3308.52, 391.59, 1245.66, 1245.7, 1245.66, 1330.27, 1330.27, 1330.27, 2861.69, 2621.48, 240.219,
12.63, 3000, 0.01, 46000, 70, 18705.6, 18705.9, 18707.5, 18707.6, 18707.5, 18707.6, 3308.84, 392.01, 1245.87, 1245.88, 1245.87, 1330.27, 1330.27, 1330.27, 2861.01, 2620.84, 240.17,
12.636, 3000, 0.01, 46000, 70, 18710.2, 18709.8, 18711.9, 18711.9, 18711.9, 18711.9, 3309.13, 392.583, 1246.1, 1246.08, 1246.1, 1330.27, 1330.27, 1330.27, 2860.32, 2620.2, 240.121,
12.642, 3000, 0.01, 46000, 70, 18714.8, 18713.7, 18716.2, 18716.3, 18716.3, 18716.3, 3309.38, 393.287, 1246.36, 1246.31, 1246.36, 1330.27, 1330.27, 1330.27, 2859.63, 2619.56, 240.071,
12.648, 3000, 0.01, 46000, 70, 18719.4, 18717.8, 18720.5, 18720.6, 18720.6, 18720.6, 3309.59, 394.095, 1246.62, 1246.56, 1246.62, 1330.27, 1330.27, 1330.27, 2858.94, 2618.92, 240.021,
12.654, 3000, 0.01, 46000, 70, 18723.9, 18721.9, 18724.9, 18724.9, 18724.9, 18724.9, 3309.76, 394.978, 1246.88, 1246.82, 1246.88, 1330.27, 1330.27, 1330.27, 2858.25, 2618.28, 239.969,
12.66, 3000, 0.01, 46000, 70, 18728.5, 18726.1, 18729.2, 18729.2, 18729.2, 18729.2, 3309.88, 395.905, 1247.12, 1247.08, 1247.12, 1330.27, 1330.27, 1330.27, 2857.55, 2617.64, 239.916,
12.666, 3000, 0.01, 46000, 70, 18733.1, 18730.4, 18733.5, 18733.5, 18733.5, 18733.5, 3309.96, 396.842, 1247.35, 1247.33, 1247.35, 1330.27, 1330.27, 1330.27, 2856.86, 2617, 239.862,
12.672, 3000, 0.01, 46000, 70, 18737.7, 18734.8, 18737.8, 18737.8, 18737.8, 18737.8, 3310, 397.76, 1247.54, 1247.56, 1247.54, 1330.27, 1330.27, 1330.27, 2856.16, 2616.35, 239.807,
12.678, 3000, 0.01, 46000, 70, 18742.3, 18739.3, 18742, 18742.1, 18742.1, 18742.1, 3309.98, 398.627, 1247.7, 1247.74, 1247.7, 1330.27, 1330.27, 1330.27, 2855.46, 2615.71, 239.75,
12.684, 3000, 0.01, 46000, 70, 18746.9, 18743.9, 18746.3, 18746.3, 18746.3, 18746.3, 3309.91, 399.417, 1247.82, 1247.87, 1247.82, 1330.27, 1330.27, 1330.27, 2854.76, 2615.07, 239.693,
12.69, 3000, 0.01, 46000, 70, 18751.5, 18748.5, 18750.6, 18750.6, 18750.6, 18750.6, 3309.79, 400.104, 1247.89, 1247.94, 1247.89, 1330.27, 1330.27, 1330.27, 2854.06, 2614.43, 239.634,
12.696, 3000, 0.01, 46000, 70, 18756.1, 18753.2, 18754.9, 18754.9, 18754.9, 18754.9, 3309.61, 400.67, 1247.91, 1247.95, 1247.91, 1330.27, 1330.27, 1330.27, 2853.36, 2613.79, 239.575,
12.702, 3000, 0.01, 46000, 70, 18760.7, 18758, 18759.1, 18759.1, 18759.1, 18759.1, 3309.38, 401.1, 1247.87, 1247.89, 1247.87, 1330.27, 1330.27, 1330.27, 2852.66, 2613.15, 239.515,
12.708, 3000, 0.01, 46000, 70, 18765.3, 18762.7, 18763.4, 18763.4, 18763.4, 18763.4, 3309.1, 401.382, 1247.78, 1247.77, 1247.78, 1330.27, 1330.27, 1330.27, 2851.96, 2612.51, 239.454,
12.714, 3000, 0.01, 46000, 70, 18769.9, 18767.5, 18767.7, 18767.7, 18767.7, 18767.7, 3308.76, 401.513, 1247.62, 1247.59, 1247.62, 1330.27, 1330.27, 1330.27, 2851.26, 2611.87, 239.394,
12.72, 3000, 0.01, 46000, 70, 18774.5, 18772.3, 18772, 18771.9, 18771.9, 18771.9, 3308.38, 401.494, 1247.41, 1247.36, 1247.41, 1330.27, 1330.27, 1330.27, 2850.56, 2611.23, 239.333,
12.726, 3000, 0.01, 46000, 70, 18779.1, 18777, 18776.3, 18776.2, 18776.2, 18776.2, 3307.94, 401.33, 1247.14, 1247.08, 1247.14, 1330.27, 1330.27, 1330.27, 2849.86, 2610.59, 239.272,
12.732, 3000, 0.01, 46000, 70, 18783.7, 18781.8, 18780.6, 18780.5, 18780.5, 18780.5, 3307.46, 401.034, 1246.82, 1246.77, 1246.82, 1330.27, 1330.27, 1330.27, 2849.16, 2609.95, 239.211,
12.738, 3000, 0.01, 46000, 70, 18788.3, 18786.5, 18784.9, 18784.9, 18784.9, 18784.9, 3306.93, 400.622, 1246.45, 1246.43, 1246.45, 1330.27, 1330.27, 1330.27, 2848.46, 2609.31, 239.151,
12.744, 3000, 0.01, 46000, 70, 18792.9, 18791.1, 18789.3, 18789.2, 18789.2, 18789.2, 3306.36, 400.112, 1246.04, 1246.05, 1246.04, 1330.27, 1330.27, 1330.27, 2847.76, 2608.67, 239.091,
12.75, 3000, 0.01, 46000, 70, 18797.5, 18795.7, 18793.7, 18793.6, 18793.6, 18793.6, 3305.75, 399.528, 1245.62, 1245.65, 1245.62, 1330.27, 1330.27, 1330.27, 2847.06, 2608.03, 239.032,
12.756, 3000, 0.01, 46000, 70, 18802.1, 18800.2, 18798.1, 18798, 18798, 18798, 3305.1, 398.894, 1245.17, 1245.23, 1245.17, 1330.27, 1330.27, 1330.27, 2846.36, 2607.39, 238.974,
12.762, 3000, 0.01, 46000, 70, 18806.7, 18804.6, 18802.5, 18802.4, 18802.4, 18802.4, 3304.43, 398.237, 1244.73, 1244.79, 1244.73, 1330.27, 1330.27, 1330.27, 2845.67, 2606.75, 238.917,
12.768, 3000, 0.01, 46000, 70, 18811.3, 18809, 18806.9, 18806.8, 18806.8, 18806.8, 3303.72, 397.584, 1244.3, 1244.34, 1244.3, 1330.27, 1330.27, 1330.27, 2844.98, 2606.12, 238.86,
12.774, 3000, 0.01, 46000, 70, 18815.9, 18813.3, 18811.4, 18811.3, 18811.3, 18811.3, 3302.99, 396.961, 1243.88, 1243.9, 1243.88, 1330.27, 1330.27, 1330.27, 2844.28, 2605.48, 238.805,
12.78, 3000, 0.01, 46000, 70, 18820.5, 18817.6, 18815.8, 18815.8, 18815.7, 18815.8, 3302.24, 396.392, 1243.48, 1243.47, 1243.48, 1330.27, 1330.27, 1330.27, 2843.59, 2604.84, 238.75,
12.786, 3000, 0.01, 46000, 70, 18825.1, 18821.8, 18820.3, 18820.3, 18820.2, 18820.3, 3301.47, 395.9, 1243.11, 1243.07, 1243.11, 1330.27, 1330.27, 1330.27, 2842.9, 2604.21, 238.696,
12.792, 3000, 0.01, 46000, 70, 18829.7, 18826, 18824.8, 18824.8, 18824.8, 18824.8, 3300.69, 395.504, 1242.76, 1242.71, 1242.76, 1330.27, 1330.27, 1330.27, 2842.21, 2603.57, 238.643,
12.798, 3000, 0.01, 46000, 70, 18834.3, 18830.1, 18829.4, 18829.3, 18829.3, 18829.3, 3299.89, 395.22, 1242.45, 1242.39, 1242.45, 1330.27, 1330.27, 1330.27, 2841.53, 2602.94, 238.59,
12.804, 3000, 0.01, 46000, 70, 18838.9, 18834.2, 18833.9, 18833.9, 18833.9, 18833.9, 3299.09, 395.059, 1242.17, 1242.13, 1242.17, 1330.27, 1330.27, 1330.27, 2840.84, 2602.3, 238.537,
12.81, 3000, 0.01, 46000, 70, 18843.4, 18838.3, 18838.5, 18838.4, 18838.4, 18838.4, 3298.28, 395.028, 1241.93, 1241.91, 1241.93, 1330.27, 1330.27, 1330.27, 2840.15, 2601.67, 238.485,
12.816, 3000, 0.01, 46000, 70, 18848, 18842.5, 18843, 18843, 18843, 18843, 3297.47, 395.131, 1241.73, 1241.73, 1241.73, 1330.27, 1330.27, 1330.27, 2839.47, 2601.04, 238.433,
12.822, 3000, 0.01, 46000, 70, 18852.6, 18846.6, 18847.6, 18847.6, 18847.6, 18847.6, 3296.65, 395.364, 1241.57, 1241.6, 1241.57, 1330.27, 1330.27, 1330.27, 2838.78, 2600.4, 238.38,
12.828, 3000, 0.01, 46000, 70, 18857.2, 18850.8, 18852.2, 18852.2, 18852.2, 18852.2, 3295.84, 395.721, 1241.45, 1241.5, 1241.45, 1330.27, 1330.27, 1330.27, 2838.1, 2599.77, 238.328,
12.834, 3000, 0.01, 46000, 70, 18861.8, 18855.1, 18856.8, 18856.8, 18856.8, 18856.8, 3295.02, 396.192, 1241.37, 1241.43, 1241.37, 1330.27, 1330.27, 1330.27, 2837.41, 2599.14, 238.275,
12.84, 3000, 0.01, 46000, 70, 18866.4, 18859.4, 18861.4, 18861.4, 18861.4, 18861.4, 3294.21, 396.761, 1241.32, 1241.37, 1241.32, 1330.27, 1330.27, 1330.27, 2836.73, 2598.51, 238.221,
12.846, 3000, 0.01, 46000, 70, 18870.9, 18863.7, 18866, 18866, 18866, 18866, 3293.4, 397.412, 1241.3, 1241.33, 1241.3, 1330.27, 1330.27, 1330.27, 2836.04, 2597.88, 238.167,
12.852, 3000, 0.01, 46000, 70, 18875.5, 18868.2, 18870.6, 18870.6, 18870.6, 18870.6, 3292.59, 398.124, 1241.3, 1241.3, 1241.3, 1330.27, 1330.27, 1330.27, 2835.36, 2597.25, 238.112,
12.858, 3000, 0.01, 46000, 70, 18880.1, 18872.7, 18875.2, 18875.2, 18875.2, 18875.2, 3291.78, 398.874, 1241.3, 1241.28, 1241.3, 1330.27, 1330.27, 1330.27, 2834.67, 2596.62, 238.056,
12.864, 3000, 0.01, 46000, 70, 18884.7, 18877.3, 18879.8, 18879.8, 18879.8, 18879.8, 3290.98, 399.641, 1241.31, 1241.26, 1241.31, 1330.27, 1330.27, 1330.27, 2833.99, 2595.99, 237.999,
12.87, 3000, 0.01, 46000, 70, 18889.2, 18881.9, 18884.4, 18884.4, 18884.4, 18884.4, 3290.19, 400.401, 1241.31, 1241.26, 1241.31, 1330.27, 1330.27, 1330.27, 2833.3, 2595.36, 237.941,
12.876, 3000, 0.01, 46000, 70, 18893.8, 18886.7, 18889, 18889, 18889, 18889, 3289.4, 401.131, 1241.3, 1241.25, 1241.3, 1330.27, 1330.27, 1330.27, 2832.61, 2594.73, 237.882,
12.882, 3000, 0.01, 46000, 70, 18898.4, 18891.5, 18893.6, 18893.6, 18893.6, 18893.6, 3288.61, 401.812, 1241.26, 1241.23, 1241.26, 1330.27, 1330.27, 1330.27, 2831.92, 2594.1, 237.823,
12.888, 3000, 0.01, 46000, 70, 18903, 18896.3, 18898.2, 18898.2, 18898.2, 18898.2, 3287.83, 402.423, 1241.2, 1241.19, 1241.2, 1330.27, 1330.27, 1330.27, 2831.24, 2593.47, 237.762,
12.894, 3000, 0.01, 46000, 70, 18907.5, 18901.2, 18902.8, 18902.8, 18902.8, 18902.8, 3287.06, 402.948, 1241.12, 1241.14, 1241.12, 1330.27, 1330.27, 1330.27, 2830.55, 2592.85, 237.701,
12.9, 3000, 0.01, 46000, 70, 18912.1, 18906.2, 18907.4, 18907.4, 18907.4, 18907.4, 3286.3, 403.375, 1241, 1241.05, 1241, 1330.27, 1330.27, 1330.27, 2829.86, 2592.22, 237.639,
12.906, 3000, 0.01, 46000, 70, 18916.7, 18911.2, 18912, 18912, 18912, 18912, 3285.54, 403.693, 1240.87, 1240.92, 1240.87, 1330.27, 1330.27, 1330.27, 2829.17, 2591.59, 237.577,
12.912, 3000, 0.01, 46000, 70, 18921.2, 18916.2, 18916.7, 18916.6, 18916.6, 18916.6, 3284.79, 403.898, 1240.71, 1240.76, 1240.71, 1330.27, 1330.27, 1330.27, 2828.48, 2590.97, 237.514,
12.918, 3000, 0.01, 46000, 70, 18925.8, 18921.2, 18921.3, 18921.3, 18921.3, 18921.3, 3284.05, 403.986, 1240.52, 1240.56, 1240.52, 1330.27, 1330.27, 1330.27, 2827.79, 2590.34, 237.451,
12.924, 3000, 0.01, 46000, 70, 18930.4, 18926.2, 18926, 18925.9, 18925.9, 18925.9, 3283.33, 403.961, 1240.31, 1240.32, 1240.31, 1330.27, 1330.27, 1330.27, 2827.1, 2589.72, 237.388,
12.93, 3000, 0.01, 46000, 70, 18935, 18931.2, 18930.6, 18930.6, 18930.6, 18930.6, 3282.62, 403.828, 1240.08, 1240.06, 1240.08, 1330.27, 1330.27, 1330.27, 2826.42, 2589.09, 237.325,
12.936, 3000, 0.01, 46000, 70, 18939.5, 18936.2, 18935.3, 18935.3, 18935.3, 18935.3, 3281.93, 403.597, 1239.83, 1239.78, 1239.83, 1330.27, 1330.27, 1330.27, 2825.73, 2588.47, 237.263,
12.942, 3000, 0.01, 46000, 70, 18944.1, 18941.2, 18940, 18939.9, 18939.9, 18939.9, 3281.25, 403.28, 1239.55, 1239.5, 1239.55, 1330.27, 1330.27, 1330.27, 2825.04, 2587.84, 237.2,
12.948, 3000, 0.01, 46000, 70, 18948.7, 18946.1, 18944.7, 18944.6, 18944.6, 18944.6, 3280.6, 402.892, 1239.27, 1239.21, 1239.27, 1330.27, 1330.27, 1330.27, 2824.36, 2587.22, 237.138,
12.954, 3000, 0.01, 46000, 70, 18953.2, 18950.9, 18949.4, 18949.4, 18949.4, 18949.4, 3279.97, 402.45, 1238.97, 1238.93, 1238.97, 1330.27, 1330.27, 1330.27, 2823.67, 2586.59, 237.077,
12.96, 3000, 0.01, 46000, 70, 18957.8, 18955.7, 18954.1, 18954.1, 18954.1, 18954.1, 3279.36, 401.972, 1238.68, 1238.66, 1238.68, 1330.27, 1330.27, 1330.27, 2822.99, 2585.97, 237.016,
12.966, 3000, 0.01, 46000, 70, 18962.4, 18960.5, 18958.9, 18958.8, 18958.8, 18958.8, 3278.78, 401.479, 1238.39, 1238.41, 1238.39, 1330.27, 1330.27, 1330.27, 2822.3, 2585.35, 236.956,
12.972, 3000, 0.01, 46000, 70, 18966.9, 18965.2, 18963.6, 18963.6, 18963.6, 18963.6, 3278.23, 400.988, 1238.12, 1238.16, 1238.12, 1330.27, 1330.27, 1330.27, 2821.62, 2584.72, 236.896,
12.978, 3000, 0.01, 46000, 70, 18971.5, 18969.9, 18968.4, 18968.4, 18968.4, 18968.4, 3277.71, 400.519, 1237.87, 1237.93, 1237.87, 1330.27, 1330.27, 1330.27, 2820.94, 2584.1, 236.838,
12.984, 3000, 0.01, 46000, 70, 18976.1, 18974.5, 18973.2, 18973.2, 18973.2, 18973.2, 3277.22, 400.089, 1237.66, 1237.71, 1237.66, 1330.27, 1330.27, 1330.27, 2820.26, 2583.48, 236.779,
12.99, 3000, 0.01, 46000, 70, 18980.7, 18979.1, 18978, 18977.9, 18977.9, 18977.9, 3276.76, 399.713, 1237.48, 1237.52, 1237.48, 1330.27, 1330.27, 1330.27, 2819.58, 2582.85, 236.722,
12.996, 3000, 0.01, 46000, 70, 18985.3, 18983.7, 18982.8, 18982.8, 18982.7, 18982.8, 3276.34, 399.405, 1237.34, 1237.35, 1237.34, 1330.27, 1330.27, 1330.27, 2818.89, 2582.23, 236.664,
13.002, 3000, 0.01, 46000, 70, 18989.8, 18988.2, 18987.6, 18987.6, 18987.6, 18987.6, 3275.95, 399.175, 1237.23, 1237.22, 1237.23, 1330.27, 1330.27, 1330.27, 2818.21, 2581.61, 236.608,
13.008, 3000, 0.01, 46000, 70, 18994.4, 18992.7, 18992.4, 18992.4, 18992.4, 18992.4, 3275.6, 399.03, 1237.16, 1237.12, 1237.16, 1330.27, 1330.27, 1330.27, 2817.54, 2580.98, 236.551,
13.014, 3000, 0.01, 46000, 70, 18999, 18997.2, 18997.2, 18997.2, 18997.2, 18997.2, 3275.29, 398.976, 1237.13, 1237.07, 1237.13, 1330.27, 1330.27, 1330.27, 2816.86, 2580.36, 236.495,
13.02, 3000, 0.01, 46000, 70, 19003.6, 19001.7, 19002, 19002, 19002, 19002, 3275.01, 399.012, 1237.12, 1237.07, 1237.12, 1330.27, 1330.27, 1330.27, 2816.18, 2579.74, 236.439,
13.026, 3000, 0.01, 46000, 70, 19008.2, 19006.3, 19006.8, 19006.8, 19006.8, 19006.8, 3274.77, 399.136, 1237.15, 1237.11, 1237.15, 1330.27, 1330.27, 1330.27, 2815.5, 2579.11, 236.382,
